종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"377450","리파인","KOSDAQ","기타서비스","13100","800","6.50","227023000000"
"029480","릭스솔루션","KOSDAQ","통신장비","871","-2","-0.23","99254992265"
"277070","린드먼아시아","KOSDAQ","금융","5260","50","0.96","72019920000"
"042500","링네트","KOSDAQ","컴퓨터서비스","6050","50","0.83","92909111900"
"219420","링크제니시스","KOSDAQ","소프트웨어","7400","110","1.51","84874351800"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","4290","-10","-0.23","68331120000"
"222810","마이더스AI","KOSDAQ","소프트웨어","342","0","0.00","53152799364"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","14200","200","1.43","103114720000"
"098120","마이크로컨텍솔","KOSDAQ","반도체","10800","-150","-1.37","89777872800"
"147760","마이크로프랜드","KOSDAQ","의료·정밀기기","6940","80","1.17","75089870040"
"377480","마인즈랩","KOSDAQ","소프트웨어","20200","50","0.25","122800001600"
"038290","마크로젠","KOSDAQ","기타서비스","26000","450","1.76","281876400000"
"220630","맘스터치","KOSDAQ","유통","6610","-160","-2.36","673013879910"
"267980","매일유업","KOSDAQ","음식료·담배","67900","1200","1.80","532583020200"
"005990","매일홀딩스","KOSDAQ","음식료·담배","9300","-40","-0.43","127580227200"
"127160","매직마이크로","KOSDAQ","반도체","282","0","0.00","24427827282"
"093520","매커스","KOSDAQ","유통","8430","130","1.57","136254865560"
"377030","맥스트","KOSDAQ","소프트웨어","42700","1250","3.02","365234065700"
"100590","머큐리","KOSDAQ","일반전기전자","7440","80","1.09","110124863760"
"067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠","43700","900","2.10","259000242300"
"072870","메가스터디","KOSDAQ","출판·매체복제","12200","-50","-0.41","145435699800"
"215200","메가스터디교육","KOSDAQ","기타서비스","83400","1300","1.58","989280792000"
"133750","메가엠디","KOSDAQ","기타서비스","3905","5","0.13","91404635685"
"235980","메드팩토","KOSDAQ","기타서비스","34250","0","0.00","702919223250"
"041920","메디아나","KOSDAQ","의료·정밀기기","7090","320","4.73","113440000000"
"014100","메디앙스","KOSDAQ","화학","6200","0","0.00","73160000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","803","3","0.38","76548438604"
"086900","메디톡스","KOSDAQ","제약","120500","3900","3.34","754445439000"
"078160","메디포스트","KOSDAQ","제약","20000","450","2.30","325283880000"
"065650","메디프론","KOSDAQ","유통","2105","25","1.20","91811593695"
"021880","메이슨캐피탈","KOSDAQ","금융","500","-2","-0.40","75592204000"
"140410","메지온","KOSDAQ","기타서비스","163600","1900","1.18","1456204581600"
"241770","메카로","KOSDAQ","반도체","12300","100","0.82","125369472000"
"059210","메타바이오메드","KOSDAQ","제약","2695","20","0.75","64309035945"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","8720","20","0.23","139960621600"
"096640","멜파스","KOSDAQ","IT부품","921","5","0.55","34948482435"
"257370","명성티엔에스","KOSDAQ","IT부품","9210","0","0.00","59319850890"
"080420","모다이노칩","KOSDAQ","IT부품","4540","-105","-2.26","361936163880"
"080160","모두투어","KOSDAQ","기타서비스","24350","200","0.83","460215000000"
"100030","모바일리더","KOSDAQ","소프트웨어","19650","150","0.77","64524980100"
"087260","모바일어플라이언스","KOSDAQ","소프트웨어","3900","70","1.83","126603539400"
"101330","모베이스","KOSDAQ","IT부품","3655","-10","-0.27","87567177140"
"012860","모베이스전자","KOSDAQ","운송장비·부품","2230","15","0.68","146740950910"
"348030","모비릭스","KOSDAQ","디지털컨텐츠","17400","50","0.29","167106120000"
"250060","모비스","KOSDAQ","소프트웨어","2200","-5","-0.23","70776890800"
"033200","모아텍","KOSDAQ","IT부품","7620","-10","-0.13","109203629700"
"118990","모트렉스","KOSDAQ","운송장비·부품","5820","50","0.87","240198238500"
"006920","모헨즈","KOSDAQ","비금속","4745","65","1.39","51815400000"
"001810","무림SP","KOSDAQ","종이·목재","3175","75","2.42","70286562500"
"279600","미디어젠","KOSDAQ","소프트웨어","13150","-150","-1.13","61604870150"
"095500","미래나노텍","KOSDAQ","IT부품","7750","120","1.57","240327492250"
"218150","미래생명자원","KOSDAQ","음식료·담배","8010","560","7.52","149558138280"
"353490","미래에셋대우스팩 5호","KOSDAQ","금융","2120","0","0.00","10727200000"
"328380","미래에셋대우스팩3호","KOSDAQ","금융","2050","0","0.00","13288100000"
"100790","미래에셋벤처투자","KOSDAQ","금융","10250","280","2.81","473507185750"
"049950","미래컴퍼니","KOSDAQ","기계·장비","25850","550","2.17","216165610100"
"207760","미스터블루","KOSDAQ","디지털컨텐츠","8150","60","0.74","201807325250"
"059090","미코","KOSDAQ","반도체","11300","200","1.80","377609591400"
"214610","미코바이오메드","KOSDAQ","의료·정밀기기","7220","-80","-1.10","132102657740"
"201490","미투온","KOSDAQ","디지털컨텐츠","5460","30","0.55","170667424200"
"950190","미투젠","KOSDAQ","출판·매체복제","17650","150","0.86","239685093800"
"214180","민앤지","KOSDAQ","소프트웨어","18200","400","2.25","241280767000"
"206640","바디텍메드","KOSDAQ","제약","14900","950","6.81","349949744000"
"018700","바른손","KOSDAQ","유통","4025","30","0.75","141357021925"
"035620","바른손이앤에이","KOSDAQ","오락·문화","1350","0","0.00","100493561250"
"064520","바른전자","KOSDAQ","반도체","944","0","0.00","79000034288"
"053030","바이넥스","KOSDAQ","제약","12800","150","1.19","406541414400"
"301300","바이브컴퍼니","KOSDAQ","소프트웨어","39650","1000","2.59","219696288500"
"064550","바이오니아","KOSDAQ","제약","35800","1700","4.99","924008417800"
"314930","바이오다인","KOSDAQ","의료·정밀기기","28350","400","1.43","174868328250"
"208710","바이오로그디바이스","KOSDAQ","IT부품","2215","50","2.31","91770577580"
"142760","바이오리더스","KOSDAQ","기타서비스","9400","-50","-0.53","269387756800"
"086820","바이오솔루션","KOSDAQ","제약","18150","100","0.55","147167931900"
"038460","바이오스마트","KOSDAQ","정보기기","5370","-10","-0.19","107871486000"
"251120","바이오에프디엔씨","KOSDAQ","제약","24200","-1700","-6.56","210435940000"
"086040","바이오톡스텍","KOSDAQ","기타서비스","8260","0","0.00","121150435980"
"099430","바이오플러스","KOSDAQ","제약","25050","-600","-2.34","359806376400"
"032980","바이온","KOSDAQ","유통","892","2","0.22","59675493084"
"222160","바이옵트로","KOSDAQ","기계·장비","8740","470","5.68","71177388840"
"308080","바이젠셀","KOSDAQ","제약","25700","-150","-0.58","242665054000"
"043150","바텍","KOSDAQ","의료·정밀기기","35200","250","0.72","522869811200"
"323990","박셀바이오","KOSDAQ","기타서비스","35050","3150","9.87","533566150000"
"267790","배럴","KOSDAQ","섬유·의류","9320","140","1.53","73492860000"
"046310","백금T&A","KOSDAQ","통신장비","3645","40","1.11","59845946445"
"066410","버킷스튜디오","KOSDAQ","디지털컨텐츠","3575","10","0.28","195652936050"
"206400","베노홀딩스","KOSDAQ","소프트웨어","4570","0","0.00","124915593960"
"019010","베뉴지","KOSDAQ","유통","2070","0","0.00","99774000000"
"177350","베셀","KOSDAQ","반도체","4860","290","6.35","56523841200"
"299910","베스파","KOSDAQ","디지털컨텐츠","3165","0","0.00","25974889140"
"225530","보광산업","KOSDAQ","비금속","6560","-30","-0.46","238382049120"
"250000","보라티알","KOSDAQ","유통","12700","700","5.83","85734309100"
"006910","보성파워텍","KOSDAQ","금속","4000","-10","-0.25","196519296000"
"226340","본느","KOSDAQ","화학","2455","-35","-1.41","75367508180"
"014470","부방","KOSDAQ","금융","2255","0","0.00","135417846300"
"008470","부스타","KOSDAQ","금속","5510","110","2.04","46310448000"
"338220","뷰노","KOSDAQ","소프트웨어","10100","100","1.00","113207425600"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","37900","-100","-0.26","379070683500"
"337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷","8290","350","4.41","245155328640"
"099390","브레인즈컴퍼니","KOSDAQ","소프트웨어","24050","100","0.42","98816543800"
"064480","브리지텍","KOSDAQ","컴퓨터서비스","5710","70","1.24","68248775000"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","11700","0","0.00","230693872500"
"251630","브이원텍","KOSDAQ","기계·장비","9520","120","1.28","143281521600"
"018290","브이티지엠피","KOSDAQ","일반전기전자","7020","110","1.59","242076928860"
"044480","블루베리 NFT","KOSDAQ","화학","3965","20","0.51","128243884665"
"033560","블루콤","KOSDAQ","IT부품","11950","250","2.14","204345000000"
"369370","블리츠웨이","KOSDAQ","기타제조","4900","-25","-0.51","174516273400"
"126340","비나텍","KOSDAQ","IT부품","38200","550","1.46","199144507400"
"121800","비덴트","KOSDAQ","통신장비","15750","350","2.27","798256793250"
"148140","비디아이","KOSDAQ","기계·장비","1425","-10","-0.70","61572350475"
"082800","비보존 헬스케어","KOSDAQ","반도체","984","5","0.51","167188324656"
"318410","비비씨","KOSDAQ","기타제조","12650","100","0.80","70273823950"
"200780","비씨월드제약","KOSDAQ","제약","12900","250","1.98","114711753600"
"141000","비아트론","KOSDAQ","반도체","9750","50","0.52","118118422500"
"090460","비에이치","KOSDAQ","IT부품","19550","550","2.89","660986907600"
"083650","비에이치아이","KOSDAQ","기계·장비","4865","515","11.84","126490000000"
"086670","비엠티","KOSDAQ","기계·장비","11100","250","2.30","90426471900"
"335890","비올","KOSDAQ","의료·정밀기기","2370","25","1.07","135620261430"
"138580","비즈니스온","KOSDAQ","소프트웨어","11000","0","0.00","248117793000"
"082920","비츠로셀","KOSDAQ","IT부품","15050","-50","-0.33","324164237600"
"054220","비츠로시스","KOSDAQ","일반전기전자","5670","0","0.00","142662155580"
"042370","비츠로테크","KOSDAQ","금융","8330","130","1.59","218246208250"
"307870","비투엔","KOSDAQ","소프트웨어","3240","-110","-3.28","97787088000"
"357880","비트나인","KOSDAQ","소프트웨어","15600","100","0.65","161521713600"
"032850","비트컴퓨터","KOSDAQ","소프트웨어","8780","40","0.46","145952512540"
"238200","비피도","KOSDAQ","음식료·담배","8450","-10","-0.12","69121000000"
"093190","빅솔론","KOSDAQ","정보기기","6300","100","1.61","121205101500"
"065450","빅텍","KOSDAQ","의료·정밀기기","6460","-210","-3.15","185097088000"
"072950","빛샘전자","KOSDAQ","반도체","7070","160","2.32","44052173130"
"143240","사람인에이치알","KOSDAQ","인터넷","37950","100","0.26","442469030850"
"100090","삼강엠앤티","KOSDAQ","금속","17350","1200","7.43","634565284800"
"122350","삼기","KOSDAQ","운송장비·부품","4490","240","5.65","172144031720"
"014970","삼륭물산","KOSDAQ","종이·목재","6430","0","0.00","97253750000"
"018310","삼목에스폼","KOSDAQ","금속","16650","300","1.83","244755000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","5130","40","0.79","96566586480"
"009620","삼보산업","KOSDAQ","금속","1585","70","4.62","71730064185"
"023600","삼보판지","KOSDAQ","종이·목재","13850","50","0.36","223954500000"
"380320","삼성머스트스팩5호","KOSDAQ","금융","3025","5","0.17","14550250000"
"377630","삼성스팩4호","KOSDAQ","금융","4100","-10","-0.24","16482000000"
"009300","삼아제약","KOSDAQ","제약","16600","-100","-0.60","105742000000"
"225190","삼양옵틱스","KOSDAQ","의료·정밀기기","11150","250","2.29","112836885000"
"361670","삼영에스앤씨","KOSDAQ","일반전기전자","9300","30","0.32","52709219400"
"054540","삼영엠텍","KOSDAQ","금속","4315","215","5.24","56095000000"
"065570","삼영이엔씨","KOSDAQ","통신장비","7680","-150","-1.92","82897996800"
"032280","삼일","KOSDAQ","운송","2590","5","0.19","41993198100"
"002290","삼일기업공사","KOSDAQ","건설","4250","70","1.67","52700000000"
"037460","삼지전자","KOSDAQ","통신장비","11050","150","1.38","180319668100"
"032750","삼진","KOSDAQ","일반전기전자","9060","10","0.11","54360000000"
"054090","삼진엘앤디","KOSDAQ","IT부품","2810","15","0.54","70135441920"
"000250","삼천당제약","KOSDAQ","제약","35950","800","2.28","818511073950"
"024950","삼천리자전거","KOSDAQ","유통","12850","-50","-0.39","170565464450"
"038500","삼표시멘트","KOSDAQ","비금속","4700","95","2.06","507206638200"
"017480","삼현철강","KOSDAQ","금속","6170","310","5.29","96886831300"
"046390","삼화네트웍스","KOSDAQ","오락·문화","4280","5","0.12","184780153240"
"027580","상보","KOSDAQ","화학","1820","0","0.00","107709927780"
"038540","상상인","KOSDAQ","컴퓨터서비스","9560","0","0.00","528938672280"
"329560","상상인이안제2호스팩","KOSDAQ","금융","2035","-5","-0.25","7834750000"
"101000","상상인인더스트리","KOSDAQ","기계·장비","1010","25","2.54","72468299920"
"091580","상신이디피","KOSDAQ","IT부품","14700","50","0.34","199107060600"
"263810","상신전자","KOSDAQ","일반전기전자","3995","45","1.14","56907648410"
"089980","상아프론테크","KOSDAQ","화학","40200","750","1.90","642759287400"
"042940","상지카일룸","KOSDAQ","건설","928","-107","-10.34","77078062496"
"042600","새로닉스","KOSDAQ","IT부품","20800","300","1.46","258410339200"
"252990","샘씨엔에스","KOSDAQ","반도체","6620","60","0.91","332018460520"
"263540","샘코","KOSDAQ","운송장비·부품","40300","0","0.00","118310604100"
"294630","서남","KOSDAQ","일반전기전자","3140","30","0.96","67161962400"
"038070","서린바이오","KOSDAQ","유통","16200","0","0.00","134470951200"
"006730","서부T&D","KOSDAQ","숙박·음식","8830","60","0.68","523256360730"
"079650","서산","KOSDAQ","비금속","2505","45","1.83","50100000000"
"100660","서암기계공업","KOSDAQ","기계·장비","4935","60","1.23","62181000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","6090","40","0.66","70948500000"
"043710","서울리거","KOSDAQ","유통","986","-3","-0.30","38563824624"
"092190","서울바이오시스","KOSDAQ","IT부품","10500","100","0.96","401348356500"
"046890","서울반도체","KOSDAQ","반도체","13400","150","1.13","781292360000"
"063170","서울옥션","KOSDAQ","유통","20950","50","0.24","372370893650"
"027040","서울전자통신","KOSDAQ","유통","665","7","1.06","46276583255"
"018680","서울제약","KOSDAQ","제약","6700","-20","-0.30","57114304100"
"093920","서원인텍","KOSDAQ","IT부품","6230","50","0.81","115878000000"
"189860","서전기전","KOSDAQ","일반전기전자","8630","150","1.77","83700471400"
"178320","서진시스템","KOSDAQ","통신장비","33750","350","1.05","634173333750"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","3400","-30","-0.87","66440236400"
"140070","서플러스글로벌","KOSDAQ","유통","4285","20","0.47","158493580000"
"011370","서한","KOSDAQ","건설","1525","20","1.33","153864669125"
"065710","서호전기","KOSDAQ","일반전기전자","22100","300","1.38","113815000000"
"035890","서희건설","KOSDAQ","건설","1615","5","0.31","371140658055"
"357550","석경에이티","KOSDAQ","화학","15000","0","0.00","81825000000"
"003100","선광","KOSDAQ","운송","60600","-100","-0.16","399960000000"
"123420","선데이토즈","KOSDAQ","디지털컨텐츠","24550","50","0.20","281584621100"
"171090","선익시스템","KOSDAQ","반도체","16850","0","0.00","154440393700"
"086710","선진뷰티사이언스","KOSDAQ","화학","18650","250","1.36","114056872500"
"014620","성광벤드","KOSDAQ","금속","8170","320","4.08","233662000000"
"037350","성도이엔지","KOSDAQ","기타서비스","5110","60","1.19","79051700000"
"081580","성우전자","KOSDAQ","IT부품","3420","25","0.74","53037849060"
"045300","성우테크론","KOSDAQ","반도체","5620","30","0.54","53876967380"
"015750","성우하이텍","KOSDAQ","운송장비·부품","4875","45","0.93","390000000000"
"080470","성창오토텍","KOSDAQ","운송장비·부품","7520","30","0.40","54896000000"
"043260","성호전자","KOSDAQ","IT부품","1560","25","1.63","83312399040"
"148150","세경하이테크","KOSDAQ","일반전기전자","24000","-50","-0.21","282822744000"
"053060","세동","KOSDAQ","운송장비·부품","1215","5","0.41","21212693505"
"340440","세림B&G","KOSDAQ","화학","2335","5","0.21","63951829940"
"017510","세명전기","KOSDAQ","금속","4175","60","1.46","63652050000"
"011560","세보엠이씨","KOSDAQ","건설","6470","60","0.94","68129100000"
"052190","세영디앤씨","KOSDAQ","오락·문화","3005","0","0.00","16022332455"
"100700","세운메디칼","KOSDAQ","제약","3895","10","0.26","170601000000"
"234100","세원","KOSDAQ","운송장비·부품","3515","15","0.43","117688340705"
"024830","세원물산","KOSDAQ","운송장비·부품","6280","0","0.00","52438000000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","4880","0","0.00","198452251600"
"036630","세종텔레콤","KOSDAQ","통신서비스","506","7","1.40","301576000000"
"039310","세중","KOSDAQ","기타서비스","4085","0","0.00","74027009695"
"067770","세진티에스","KOSDAQ","IT부품","4185","25","0.60","35139741705"
"053450","세코닉스","KOSDAQ","의료·정밀기기","10250","320","3.22","151626230750"
"234340","세틀뱅크","KOSDAQ","소프트웨어","26500","550","2.12","250504500000"
"252500","세화피앤씨","KOSDAQ","화학","1720","-10","-0.58","71356590800"
"347000","센코","KOSDAQ","일반전기전자","14100","0","0.00","116342540400"
"331920","셀레믹스","KOSDAQ","제약","10600","-50","-0.47","86539968800"
"049180","셀루메드","KOSDAQ","제약","5900","50","0.85","233681140700"
"299660","셀리드","KOSDAQ","기타서비스","33250","400","1.22","323562134000"
"268600","셀리버리","KOSDAQ","기타서비스","30350","0","0.00","526080799650"
"108860","셀바스AI","KOSDAQ","소프트웨어","7910","360","4.77","174462524950"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","3080","-80","-2.53","66776137120"
"068760","셀트리온제약","KOSDAQ","제약","84900","-2200","-2.53","3103163853900"
"091990","셀트리온헬스케어","KOSDAQ","유통","62800","-1600","-2.48","9737799714000"
"290690","소룩스","KOSDAQ","일반전기전자","11700","0","0.00","96605063100"
"053110","소리바다","KOSDAQ","디지털컨텐츠","3960","0","0.00","19563782040"
"950200","소마젠","KOSDAQ","기타서비스","6870","0","0.00","131447509110"
"032680","소프트센","KOSDAQ","유통","2425","50","2.11","90648757675"
"032685","소프트센우","KOSDAQ","유통","32250","700","2.22","4607138250"
"258790","소프트캠프","KOSDAQ","출판·매체복제","2520","0","0.00","62978035680"
"066910","손오공","KOSDAQ","유통","2245","0","0.00","60381881445"
"043100","솔고바이오","KOSDAQ","의료·정밀기기","837","-2","-0.24","50855457096"
"154040","솔루에타","KOSDAQ","IT부품","3060","30","0.99","42305160960"
"035610","솔본","KOSDAQ","기타서비스","4875","45","0.93","133311735375"
"357780","솔브레인","KOSDAQ","화학","230600","3300","1.45","1793737319600"
"036830","솔브레인홀딩스","KOSDAQ","기타서비스","28600","400","1.42","599572001600"
"304100","솔트룩스","KOSDAQ","소프트웨어","13950","350","2.57","142308553500"
"086980","쇼박스","KOSDAQ","오락·문화","4960","5","0.10","310496000000"
"050960","수산아이앤티","KOSDAQ","출판·매체복제","13450","50","0.37","90800950000"
"084180","수성이노베이션","KOSDAQ","기계·장비","1590","-45","-2.75","91286094420"
"253840","수젠텍","KOSDAQ","의료·정밀기기","16950","-400","-2.31","262054051200"
"236200","슈프리마","KOSDAQ","일반전기전자","24000","150","0.63","172638552000"
"317770","슈프리마아이디","KOSDAQ","일반전기전자","16250","550","3.50","49627825000"
"094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스","7230","0","0.00","75711403200"
"192440","슈피겐코리아","KOSDAQ","IT부품","43200","750","1.77","268546881600"
"099440","스맥","KOSDAQ","기계·장비","1825","45","2.53","58321711150"
"033790","스카이문스테크놀로지","KOSDAQ","통신장비","829","0","0.00","14190075900"
"131100","스카이이앤엠","KOSDAQ","유통","3270","-25","-0.76","38071396830"
"276040","스코넥","KOSDAQ","디지털컨텐츠","24450","750","3.16","295160620050"
"159910","스킨앤스킨","KOSDAQ","반도체","263","0","0.00","93141646987"
"115570","스타플렉스","KOSDAQ","화학","4845","-25","-0.51","38684941260"
"253450","스튜디오드래곤","KOSDAQ","오락·문화","85500","-800","-0.93","2566212817500"
"204630","스튜디오산타클로스","KOSDAQ","오락·문화","10700","50","0.47","93710439500"
"013810","스페코","KOSDAQ","기계·장비","6100","-170","-2.71","89398367000"
"039670","스포츠서울","KOSDAQ","출판·매체복제","7360","0","0.00","67797501120"
"049830","승일","KOSDAQ","금속","15050","-50","-0.33","92288285600"
"020710","시공테크","KOSDAQ","기타서비스","6110","20","0.33","122493096700"
"033170","시그네틱스","KOSDAQ","반도체","2435","5","0.21","208748456765"
"048870","시너지이노베이션","KOSDAQ","의료·정밀기기","3650","95","2.67","293325563200"
"025320","시노펙스","KOSDAQ","IT부품","2620","-10","-0.38","191896549960"
"269620","시스웍","KOSDAQ","의료·정밀기기","890","2","0.23","96631666340"
"131090","시큐브","KOSDAQ","소프트웨어","1335","20","1.52","56070000000"
"139050","시티랩스","KOSDAQ","컴퓨터서비스","805","6","0.75","85409314235"
"290520","신도기연","KOSDAQ","기계·장비","14100","0","0.00","113664048000"
"001000","신라섬유","KOSDAQ","유통","2270","30","1.34","55110015800"
"025870","신라에스지","KOSDAQ","유통","10400","600","6.12","41600000000"
"215600","신라젠","KOSDAQ","기타서비스","12100","0","0.00","1244692212500"
"065350","신성델타테크","KOSDAQ","일반전기전자","13700","400","3.01","376530087600"
"002800","신신제약","KOSDAQ","제약","5520","20","0.36","83741160000"
"323280","신영스팩5호","KOSDAQ","금융","2120","0","0.00","7430600000"
"344050","신영스팩6호","KOSDAQ","금융","2115","5","0.24","9105075000"
"017000","신원종합개발","KOSDAQ","건설","8430","-80","-0.94","98361467610"
"012790","신일제약","KOSDAQ","제약","9610","100","1.05","107797157460"
"138070","신진에스엠","KOSDAQ","금속","6200","150","2.48","55627534600"
"226330","신테카바이오","KOSDAQ","출판·매체복제","12650","100","0.80","170775202400"
"333050","신한제6호스팩","KOSDAQ","금융","2060","-10","-0.48","10320600000"
"366330","신한제7호스팩","KOSDAQ","금융","2095","0","0.00","9532250000"
"393360","신한제8호스팩","KOSDAQ","금융","2110","5","0.24","15508500000"
"056700","신화인터텍","KOSDAQ","IT부품","2820","-10","-0.35","82160956620"
"187270","신화콘텍","KOSDAQ","IT부품","4190","15","0.36","42502710550"
"243840","신흥에스이씨","KOSDAQ","IT부품","54600","200","0.37","423872303400"
"257720","실리콘투","KOSDAQ","유통","18200","-200","-1.09","182450704800"
"222800","심텍","KOSDAQ","반도체","49750","1650","3.43","1584743614250"
"036710","심텍홀딩스","KOSDAQ","IT부품","5380","200","3.86","218770055020"
"160980","싸이맥스","KOSDAQ","반도체","16700","500","3.09","182434858100"
"356890","싸이버원","KOSDAQ","소프트웨어","11450","150","1.33","54280213500"
"217330","싸이토젠","KOSDAQ","기타서비스","58100","-700","-1.19","343451526600"
"010280","쌍용정보통신","KOSDAQ","컴퓨터서비스","925","17","1.87","59166731450"
"208640","썸에이지","KOSDAQ","출판·매체복제","2230","-95","-4.09","304764649260"
"222420","쎄노텍","KOSDAQ","비금속","1700","-5","-0.29","68268897500"
"037760","쎄니트","KOSDAQ","금속","2020","35","1.76","68342500420"
"099320","쎄트렉아이","KOSDAQ","통신장비","39100","300","0.77","355247233700"
"049960","쎌바이오텍","KOSDAQ","제약","16050","800","5.25","150870000000"
"050890","쏠리드","KOSDAQ","통신장비","6290","0","0.00","385084115600"
"066790","씨씨에스","KOSDAQ","방송서비스","633","5","0.80","35451206145"
"222080","씨아이에스","KOSDAQ","기계·장비","13250","350","2.71","814046689500"
"352480","씨앤씨인터내셔널","KOSDAQ","화학","23250","250","1.09","232824128250"
"264660","씨앤지하이테크","KOSDAQ","반도체","12750","100","0.79","107169870000"
"352700","씨앤투스성진","KOSDAQ","섬유·의류","5360","70","1.32","151564178640"
"297090","씨에스베어링","KOSDAQ","기계·장비","12600","500","4.13","120713040000"
"359090","씨엔알리서치","KOSDAQ","기타서비스","1850","20","1.09","98047482150"
"115530","씨엔플러스","KOSDAQ","IT부품","839","0","0.00","57020957000"
"225330","씨엠에스에듀","KOSDAQ","기타서비스","6940","110","1.61","129324318320"
"115480","씨유메디칼","KOSDAQ","의료·정밀기기","1210","10","0.83","54624875250"
"376290","씨유테크","KOSDAQ","IT부품","6810","80","1.19","120247575000"
"189330","씨이랩","KOSDAQ","소프트웨어","22100","-750","-3.28","133202976400"
"096530","씨젠","KOSDAQ","제약","51400","700","1.38","2684416091600"
"900120","씨케이에이치","KOSDAQ","금융","332","76","29.69","39989289112"
"101240","씨큐브","KOSDAQ","화학","7130","-10","-0.14","72285251920"
"060590","씨티씨바이오","KOSDAQ","제약","8870","50","0.57","209540799800"
"260930","씨티케이","KOSDAQ","화학","10350","0","0.00","200185466850"
"013990","아가방컴퍼니","KOSDAQ","유통","4065","50","1.25","133687833840"
"123860","아나패스","KOSDAQ","반도체","24000","0","0.00","279974976000"
"025980","아난티","KOSDAQ","숙박·음식","9200","80","0.88","784123939600"
"050320","아래스","KOSDAQ","컴퓨터서비스","990","0","0.00","45205142400"
"058220","아리온","KOSDAQ","통신장비","275","0","0.00","10717917100"
"125210","아모그린텍","KOSDAQ","IT부품","10400","0","0.00","171566616000"
"357580","아모센스","KOSDAQ","IT부품","17350","500","2.97","194321318600"
"052710","아모텍","KOSDAQ","IT부품","22450","250","1.13","218739464700"
"074430","아미노로직스","KOSDAQ","유통","1925","-5","-0.26","169066674700"
"092040","아미코젠","KOSDAQ","음식료·담배","25950","700","2.77","512556822600"
"083930","아바코","KOSDAQ","기계·장비","10900","50","0.46","167999498200"
"149950","아바텍","KOSDAQ","IT부품","18500","100","0.54","288738750000"
"036010","아비코전자","KOSDAQ","일반전기전자","10200","150","1.49","135587926800"
"050860","아세아텍","KOSDAQ","기계·장비","2810","20","0.72","63225000000"
"136410","아셈스","KOSDAQ","화학","12300","0","0.00","135535003800"
"246720","아스타","KOSDAQ","제약","4240","-50","-1.17","53698662960"
"067390","아스트","KOSDAQ","운송장비·부품","6570","-10","-0.15","168819395580"
"159010","아스플로","KOSDAQ","기계·장비","21000","0","0.00","93343173000"
"127710","아시아경제","KOSDAQ","디지털컨텐츠","3155","-5","-0.16","95301217240"
"154030","아시아종묘","KOSDAQ","농업, 임업 및 어업","5640","0","0.00","59896625160"
"227610","아우딘퓨쳐스","KOSDAQ","화학","1460","15","1.04","32381118080"
"143160","아이디스","KOSDAQ","통신장비","22700","200","0.89","243262053000"
"054800","아이디스홀딩스","KOSDAQ","기타서비스","12700","0","0.00","131416501200"
"332370","아이디피","KOSDAQ","정보기기","7810","60","0.77","51833900030"
"339950","아이비김영","KOSDAQ","기타서비스","2885","-25","-0.86","129671099675"
"099190","아이센스","KOSDAQ","의료·정밀기기","27150","700","2.65","372966011700"
"289010","아이스크림에듀","KOSDAQ","출판·매체복제","6280","-10","-0.16","80786152360"
"214430","아이쓰리시스템","KOSDAQ","일반전기전자","19150","-250","-1.29","136094454000"
"040910","아이씨디","KOSDAQ","반도체","10100","0","0.00","182460671300"
"068940","아이씨케이","KOSDAQ","정보기기","3700","-25","-0.67","128314971400"
"052860","아이앤씨","KOSDAQ","반도체","3365","35","1.05","60108503710"
"069920","아이에스이커머스","KOSDAQ","유통","2765","15","0.55","71409890930"
"038880","아이에이","KOSDAQ","반도체","1015","5","0.50","299190687250"
"307180","아이엘사이언스","KOSDAQ","일반전기전자","4570","115","2.58","102533520830"
"101390","아이엠","KOSDAQ","IT부품","6190","50","0.81","50160479300"
"078860","아이오케이","KOSDAQ","오락·문화","1205","35","2.99","112358477750"
"114810","아이원스","KOSDAQ","IT부품","9340","180","1.97","274149305160"
"090150","아이윈","KOSDAQ","운송장비·부품","2360","0","0.00","89981723640"
"031310","아이즈비전","KOSDAQ","통신장비","3755","40","1.08","61731816990"
"185490","아이진","KOSDAQ","기타서비스","12400","50","0.40","265539527200"
"059100","아이컴포넌트","KOSDAQ","IT부품","6040","180","3.07","42707994400"
"262840","아이퀘스트","KOSDAQ","소프트웨어","8950","-20","-0.22","88247000000"
"175250","아이큐어","KOSDAQ","제약","13100","50","0.38","247488645300"
"052460","아이크래프트","KOSDAQ","컴퓨터서비스","4450","-325","-6.81","65005315200"
